,0,1
0,53.704767395150746,91.4330730177502
1,53.735716947145974,91.46994273600957
2,53.653767380205814,91.5769022551074
3,53.804273838869136,91.3371550588215
4,53.76933367649738,91.3964711615024
5,53.69426941825014,91.43460455544997
6,53.69988801737745,91.50361875905729
7,53.77069556050173,91.3919929599613
8,53.73612624315014,91.41764566246228
9,53.69306912543304,91.67120279379824
10,53.674801387410376,91.37421519901044
11,53.73719769701599,91.4645135348004
12,53.71932225389041,91.43100332776994
13,53.70323376512638,91.40274209662026
14,53.71874555487192,91.45817037518322
15,53.81413374045504,91.28614693602171
16,53.71941100840107,91.47575107859515
17,53.61233351426911,91.40161544949319
18,53.702365932808746,91.42674953111634
19,53.697772636597094,91.50182669719024
20,53.72578239189932,91.46092384585057
21,53.71144277886351,91.48334687386382
22,53.7362807313269,91.42761974939405
23,53.75120436174989,91.40616452239969
24,53.66371990874764,91.53619247534043
25,53.65163620892818,91.46654019077491
26,53.780893551849424,91.36139931585056
27,53.7433698711992,91.42964810089815
28,53.731723472742594,91.41155358460897
29,53.71564695794953,91.40017913750324
30,53.73706833799958,91.41347770714935
31,53.751097225901475,91.40475165209675
32,53.71733571981892,91.44526633558806
33,53.72462238812924,91.42349356034302
34,53.67494954010247,91.63384759491473
35,53.74382269492657,91.42940789847688
36,53.70156552920049,91.39792167115007
37,53.7357078342013,91.44845064829886
38,53.72934969904923,91.42350110905397
39,53.7991733672062,91.35143543384902
40,53.68781830565185,91.38994238565647
41,53.80360698324642,91.3012761906541
42,53.69768394251531,91.41489165629831
43,53.66057292162519,91.35312988505635
44,53.67822480027434,91.39063451704199
45,53.71409731643482,91.42682286876452
46,53.72606540894985,91.42766219530161
47,53.737288769154524,91.43476930650553
48,53.71676307150176,91.4317228498986
49,53.715214230398345,91.46323786478361
50,53.70323931984798,91.4027366410991
51,53.72676281281778,91.4338558349301
52,53.70870758873561,91.44755836165066
53,53.718531144602736,91.42514987695749
54,53.780728522783114,91.3203160372554
55,53.71838400600817,91.47792056218688
56,53.721887302199704,91.40159245695014
57,53.701997698985416,91.3984302319618
58,53.71613056029842,91.48079714015043
59,53.71590173730195,91.39025524945025
60,53.71008933380239,91.36037676354582
61,53.73043754915032,91.40428560620039
62,53.72762087775023,91.43109492750014
63,53.68079957802394,91.39882426496062
64,53.676345480499876,91.36314213734757
65,53.6601216839458,91.59778117082173
66,53.82534687100004,91.35744744725032
67,53.648115325751576,91.54974065676633
68,53.74531314495094,91.41659279499574
69,53.71380421590889,91.37339172934048
70,53.722479326448926,91.44727385524821
71,53.691522132550126,91.43144787560009
72,53.81597703733761,91.31582624630231
73,53.71737972615,91.43155217
74,53.72175721929435,91.4403135946645
75,53.71200833819935,91.46251517166044
76,53.725534744551204,91.47085638319956
77,53.780631117241974,91.33789491802303
78,53.705538573802805,91.4943552357906
79,53.704199365413764,91.44205381616784
80,53.71894806214967,91.42476890145313
81,53.7260828934967,91.42273695716557
82,53.7165962553992,91.4375444719008
83,53.70680582720007,91.41777416949932
84,53.67911324883214,91.40735323003031
85,53.70903296649537,91.44769518462375
86,53.731969634301684,91.44083527030033
87,53.73776649300798,91.43966988585373
88,53.728334634383465,91.41954922517456
89,53.724957104769096,91.45587125463607
90,53.708049470561384,91.42897863748799
91,53.68233454123431,91.38423429155908
92,53.695240238518444,91.40930784717878
93,53.728779864000195,91.43132495015591
94,53.733354892048766,91.4286476471486
95,53.74814297485316,91.41104965074925
96,53.75942433435282,91.39666691630288
97,53.72683855314978,91.44631499354944
98,53.40055638125164,91.35576585761513
99,53.64790972631307,91.33176899123403
100,53.730565251200396,91.4154722365493
101,53.714098326250166,91.42683331980027
102,53.71845349533075,91.4764693901395
103,53.73532849758626,91.44211495416877
104,53.710196888098004,91.5084088426067
105,53.711062654261774,91.44036592340228
106,53.74659155914958,91.41809082559935
107,53.70218678256159,91.3470443546502
108,53.660658382903506,91.43863298318183
109,53.739009375256884,91.42142403727156
110,53.747270326547515,91.41124763945108
111,53.70869362929974,91.42874259904886
112,53.79839409163733,91.39574275709795
113,53.70518887070571,91.41100540766784
114,53.732389583539984,91.45890282928254
115,53.72794585507914,91.44412687377665
116,53.701226892510114,91.41799170848094
117,53.746613126950166,91.41870751904958
118,53.689191548285976,91.4179735495191
119,53.72244700889974,91.40145681130025
120,53.72050004326389,91.46262679086108
121,53.71554424960046,91.42614022464856
122,53.781909948827405,91.30772210878229
123,53.71761892435335,91.4476435372385
124,53.71621386115869,91.43901788359786
125,53.784135726428524,91.39422024342743
126,53.710459279832264,91.45484258643103
127,53.77212114129691,91.393357241407
128,53.821014407724455,91.34645768795984
129,53.76221693128664,91.38054565766683
130,53.717679386150614,91.41116544359853
131,53.70053076052566,91.42210965410155
132,53.73890954735576,91.43074476420658
133,53.832528287659265,91.39345139150907
134,53.71992559917845,91.40206478128303
135,53.727303272805635,91.43919058975325
136,53.73108823002941,91.4297675970902
137,53.69631957151269,91.41143095047497
138,53.70210370394617,91.39643669776062
139,53.731387815549674,91.40580618445233
140,53.729711281958,91.38801810050583
141,53.71233652870036,91.48365279455082
142,53.733252811498986,91.42729783861058
143,53.719111678350274,91.4023205414478
144,53.675533310299855,91.63482546775016
145,53.64935937313227,91.56683473798171
146,53.84110005082309,91.34282232564044
147,53.70157489320723,91.45429580930765
148,53.70271439944932,91.43095523945054
149,53.71934945529097,91.47108784485427
150,53.6780769252654,91.3033194320839
151,53.732113167993504,91.41434790517394
152,53.66698567869948,91.42120663214914
153,53.79341989635016,91.35437646659965
154,53.70759255584791,91.49032205623153
155,53.68355913857831,91.69666143912461
156,53.73108844029925,91.44027014015403
157,53.70603189554459,91.44184994043842
158,53.69798724949946,91.41567732195438
159,53.82098729996676,91.29758735886259
160,53.718247280035726,91.45507018899234
161,53.66149534346511,91.48247430645844
162,53.715277535899176,91.42648791754722
163,53.67401591516263,91.53267571857681
164,53.7443440044533,91.45522197873801
165,53.7111381537735,91.47500195075351
166,53.723962801649364,91.45921165689805
167,53.77095615019882,91.39481880035328
168,53.72270292243434,91.44742160866586
169,53.75146219005,91.40237542855064
170,53.74754451395606,91.41253088278745
171,53.743055468387226,91.43989564591888
172,53.72824857530395,91.43693620048977
173,53.704246549853046,91.40665272964156
174,53.823968153641275,91.34418875884684
175,53.695809981911644,91.40732818387802
176,53.68714454476141,91.38820452614655
177,53.72936024507754,91.48676536045352
178,53.71617867765168,91.36359735860353
179,53.68506654526565,91.40154185426522
180,53.7178246104336,91.41262659909698
181,53.77497191487106,91.37996340716188
182,53.80865410059508,91.34466389761636
183,53.731554627195074,91.4046059902968
184,53.67890207873968,91.51283740186727
185,53.772258193551785,91.39255239579877
186,53.709930993904294,91.42825301724955
187,53.714894202325404,91.42121672488348
188,53.780568245040165,91.34991737986036
189,53.7104227884584,91.68479954678875
190,53.72898740715627,91.41798132095987
191,53.70649803220026,91.4585866581475
192,53.7155845050859,91.4265175469586
193,53.70971558000018,91.46083127445216
194,53.717742384485575,91.44961207426738
195,53.65474382511114,91.60650967739896
196,53.72832501349806,91.45466105809159
197,53.72192632444048,91.46723355737099
198,53.719406075651754,91.36570077062895
199,53.74007918483989,91.41325392389376
200,53.70647660565008,91.44646972834929
201,53.72927675966761,91.44799757578824
202,53.716246790513125,91.43186152611331
203,53.82073634554148,91.39557249938076
204,53.777954698963875,91.36916431675552
205,53.72741140004956,91.44125128009937
206,53.69311745673252,91.40305669318992
207,53.69777689859832,91.36665576285222
208,53.65402191721188,91.54052659811673
209,53.734897458682575,91.43959563187725
210,53.76095871880332,91.40659066510918
211,53.73555518417658,91.44687565842602
212,53.76286365044434,91.39230683518963
213,53.73751620881712,91.42828106808136
214,53.81577579095019,91.39623247915002
215,53.73003003912309,91.4162216250076
216,53.63717626903845,91.43876629373185
217,53.69328839172867,91.4266479051293
218,53.72982537167367,91.4248584649434
219,53.71117985999008,91.42773826476265
