,0
8548,1588391745
8549,1588391739
8550,1588391736
8551,1588391727
8552,1588391716
8553,1588391697
8554,1588391698
8555,1588391699
8556,1588391685
8557,1588391648
8558,1588391635
8559,1588391622
8560,1588391613
8561,1588391602
8562,1588391583
8563,1588391557
8564,1588391532
8565,1588391457
8566,1588391448
8567,1588391370
8568,1588391315
8569,1588391273
8570,1588391267
8571,1588391281
8572,1588391313
8573,1588391327
8574,1588391337
8575,1588391419
8576,1588391446
8577,1588391458
8578,1588391475
8579,1588391498
8580,1588391485
8581,1588391470
8582,1588391469
8583,1588391471
8584,1588391462
8585,1588391467
8586,1588391483
8587,1588391490
8588,1588391501
8589,1588391505
8590,1588391526
8591,1588391543
8592,1588391542
8593,1588391549
8594,1588391553
8595,1588391552
8596,1588391537
8597,1588391533
8598,1588391527
8599,1588391520
8600,1588391521
8601,1588391536
8602,1588391545
8603,1588391563
8604,1588391582
8605,1588391609
8606,1588391620
8607,1588391629
8608,1588391638
8609,1588391649
8610,1588391661
8611,1588391722
8612,1740115579
8613,1588391770
8614,1589572929
8615,1588392832
8616,1588392823
8617,1589572926
8618,1589572924
8619,1589572923
8620,1589572921
8621,1589572922
8622,1588392818
8623,1589572925
8624,1588392827
8625,1588392834
8626,1588392839
8627,1588392842
8628,1589572930
8629,1589572931
8630,1588392843
8631,1588392837
8632,1588400768
8633,1588400702
8634,1588400657
8635,1588400650
8636,1588400633
8637,1588400604
8638,1588400692
8639,1588400705
8640,1588400743
8641,1588400741
8642,1588400966
8643,1588400965
8644,1588400950
8645,1588400768
8646,1588400776
8647,1588400787
8648,1588400822
8649,1588400826
8650,1588400786
8651,1588400794
8652,1588400835
8653,1588400846
8654,1588400854
8655,1588400868
8656,1588400929
8657,1588400934
8658,1588400949
8659,1588400950
8660,1588401459
8661,1588401502
8662,1588401456
8663,1588401483
8664,1588401470
8665,1588401453
8666,1588401419
8667,1588401423
8668,1588401378
8669,1588401357
8670,1588401360
8671,1588401342
8672,1588401246
8673,1588401230
8674,1588401227
8675,1588401159
8676,1588401155
8677,1588401068
8678,1588401070
8679,1588401023
8680,1588400992
8681,1588400763
8682,1588400768
8683,1588400950
8684,1588400990
8685,1588401008
8686,1588401034
8687,1588401043
8688,1588401043
8689,1588401147
8690,1588401144
8691,1588401361
8692,1588401380
8693,1588401376
8694,1588401459
8695,1588401459
8696,1588401467
8697,1588401417
8698,1588401434
8699,1588401040
8700,1588401036
8701,1588401032
8702,1588401043
8703,1588401648
8704,1588400341
8705,1588400211
8706,1588401263
8707,1588401324
8708,1588401485
8709,1588401539
8710,1588401591
8711,1588401648
8712,1588415370
8713,1588415381
8714,1588415386
8715,1588415387
8716,1588415383
8717,1588415379
8718,1588415376
8719,1588415369
8720,1588415366
8721,1588415365
8722,1588415367
8723,1588415368
8724,1588415370
8725,1588415569
8726,1588415581
8727,1588415584
8728,1588415586
8729,1588415588
8730,1588415597
8731,1588415590
8732,1588415587
8733,1588415583
8734,1588415582
8735,1588415425
8736,1588415494
8737,1588415529
8738,1588436034
8739,989873844
8740,1588415320
8741,1588415316
8742,1588415305
8743,1588415302
8744,1588415294
8745,1588415276
8746,1588415272
8747,1588415268
8748,1588415274
8749,1588415277
8750,1588415298
8751,1588415318
8752,1588415322
8753,1588415325
8754,1588415327
8755,1588415328
8756,1588415344
8757,1588415351
8758,1588415361
8759,1588415350
8760,1588415349
8761,1588415323
8762,1588415343
8763,1588415345
8764,1588415347
8765,1588415348
8766,1588415346
8767,1588415388
8768,1588415389
8769,1588415390
8770,1588415398
8771,1588415424
8772,6341421551
8773,1588455581
8774,1588415489
8775,1588415495
8776,8012595524
8777,1588453447
8778,1588453437
8779,1588415524
8780,1588415526
8781,1588415567
8782,1588415570
8783,8670239195
8784,8670239194
8785,1588415599
8786,1588415601
8787,1588415608
8788,1589738182
8789,1588415633
8790,1588415636
8791,1589738638
8792,1589738675
8793,1589738779
8794,1588415643
8795,1588415644
8796,989873844
8797,989873842
8798,989873840
8799,1588720291
8800,1588436233
8801,1588436226
8802,1588436207
8803,1588436193
8804,1588436186
8805,1588436189
8806,1588436198
8807,1588436219
8808,1588436228
8809,1588436235
8810,1588436233
8811,1588415412
8812,1588435501
8813,1588435499
8814,1588435498
8815,1588435505
8816,1588435520
8817,1588435575
8818,1588435589
8819,1588435595
8820,1588435602
8821,1588435615
8822,1588415425
8823,1588415451
8824,1588415419
8825,1588415415
8826,1588415417
8827,1588415410
8828,1588415400
8829,1588415396
8830,1588415394
8831,1588415402
8832,1588415405
8833,1588415409
8834,1588415412
8835,1588415550
8836,1588436131
8837,1588436126
8838,1588436115
8839,1588436107
8840,1588436100
8841,1588436102
8842,1588436073
8843,1588436029
8844,1588436020
8845,1588436018
8846,1588436034
8847,989873785
8848,1588436323
8849,1588436324
8850,1588436320
8851,1588436321
8852,1588436322
8853,1588436326
8854,1588436328
8855,1588436327
8856,1588436325
8857,1588436319
8858,1588436316
8859,1588436313
8860,1588436315
8861,1588436318
8862,1588436317
8863,1588436314
8864,1588436306
8865,1588436304
8866,1588436305
8867,1588436308
8868,1588436310
8869,1588436312
8870,1588436311
8871,1588436309
8872,1588436307
8873,1588436303
8874,1588436301
8875,1588436298
8876,1588436297
8877,1588436295
8878,1588436296
8879,1588436299
8880,1588436302
8881,1588436300
8882,1588436291
8883,1588436273
8884,1588436266
8885,1588436267
8886,1588436276
8887,1588436277
8888,1588436274
8889,1588436259
8890,1588436255
8891,1588436248
8892,1588436239
8893,1588436236
8894,1588436231
8895,1588436234
8896,1588436237
8897,1588436243
8898,1588436245
8899,1588436261
8900,1588436280
8901,1588436287
8902,1588436292
8903,1588436294
8904,1588436293
8905,1588436290
8906,1588436281
8907,1588436258
8908,1588436253
8909,1588436247
8910,1588436242
8911,1588436238
8912,1588436213
8913,1588436192
8914,1588436182
8915,1588415567
8916,1588436170
8917,1588436168
8918,1588436169
8919,1588436176
8920,1588436166
8921,1588436136
8922,1588436130
8923,1588436134
8924,1588436152
8925,1588436157
8926,1588436142
8927,1588436125
8928,1588436098
8929,1588436023
8930,1588435974
8931,1588435951
8932,1588435926
8933,1588435938
8934,1588435923
8935,1588435922
8936,1588435987
8937,1588435932
8938,1588435920
8939,1588435915
8940,1588435911
8941,1588435897
8942,1588435895
8943,8012595529
8944,1588435903
8945,1588435909
8946,1588435914
8947,1588435989
8948,1588435999
8949,1588436007
8950,1588436010
8951,1588435994
8952,1588435967
8953,1588435941
8954,1588435912
8955,1588435916
8956,1588435935
8957,1588435953
8958,1588435971
8959,1588436017
8960,1588436045
8961,1588436089
8962,1588436133
8963,1588436143
8964,1588436149
8965,1588436147
8966,1588436140
8967,1588436123
8968,1588436054
8969,1588436011
8970,1588435976
8971,1588435963
8972,1588435997
8973,1588436154
8974,1588436161
8975,1588436289
8976,1588436286
8977,1588436283
8978,1588436279
8979,1588436275
8980,1588436269
8981,1588436263
8982,1588436256
8983,1588436260
8984,1588436264
8985,1588436268
8986,1588436270
8987,1588436272
8988,1588436289
8989,1588415556
8990,1588415558
8991,1588415554
8992,1588415548
8993,1588415541
8994,1588415531
8995,1588435969
8996,1588435949
8997,1588435917
8998,1588435904
8999,1588435901
9000,1588435888
9001,1588435879
9002,1588415492
9003,1588415473
9004,1588415451
9005,1588436161
9006,1588436215
9007,1588436215
9008,989873789
9009,1588436249
9010,1588436229
9011,1588436222
9012,1588436211
9013,1588436200
9014,1588436190
9015,1588436184
9016,1588436179
9017,1588436171
9018,1588436164
9019,1588436162
9020,1588436165
9021,1588436174
9022,1588436177
9023,1588436194
9024,1588436212
9025,1588436218
9026,1588436225
9027,1588436227
9028,1588436240
9029,1588436252
9030,1588436254
9031,1588436249
9032,989873803
9033,1588435790
9034,1588435741
9035,1588435725
9036,1588435730
9037,1588435739
9038,1588435755
9039,1588435785
9040,1588435798
9041,1588435815
9042,1588435844
9043,1588435856
9044,1588435866
9045,1588435882
9046,1588435890
9047,1588435900
9048,1588435910
9049,1588435908
9050,1588435891
9051,1588435887
9052,1588435883
9053,1588435876
9054,989873801
9055,1588436034
9056,1588415546
9057,1588415550
9058,989873803
9059,989873802
9060,989873801
9061,989873807
9062,989873806
9063,989873805
9064,989873789
9065,989873788
9066,989873785
9067,1588415550
9068,1588415552
9069,1588415556
9070,989873805
9071,989873804
9072,989873803
9073,1588415412
9074,1588415421
9075,1588415425
9076,989873785
9077,989873783
9078,989873781
9079,989873779
9080,989873777
9081,989873775
9082,989873773
9083,989873772
9084,989873771
9085,989873770
9086,989873769
9087,989873767
9088,989873765
9089,989873763
9090,989873761
9091,989873759
9092,1588415616
9093,989873758
9094,1588415622
9095,989873757
9096,989873756
9097,989873755
9098,1588415609
9099,989873754
9100,989873753
9101,1588415613
9102,1588415619
9103,989873752
9104,1588415624
9105,1588415626
9106,1588415627
9107,1588415628
9108,1588415635
9109,1588415638
9110,366549862
9111,1588415639
9112,1588415641
9113,1588415644
9114,1588434708
9115,1588434752
9116,1588434620
9117,1588434860
9118,1588434902
9119,1588434967
9120,1588436215
9121,1588436221
9122,1588436230
9123,1588436262
9124,1588436265
9125,989873789
9126,1588415556
9127,1588436153
9128,1588436135
9129,1588436116
9130,1588435886
9131,1588435838
9132,1588415451
9133,989873801
9134,989873800
9135,1588435885
9136,989873799
9137,1588435906
9138,989873797
9139,989873790
9140,1588436161
9141,1588415582
9142,1588415574
9143,1588415572
9144,1588415565
9145,1588415560
9146,1588415562
9147,1588415563
9148,1588415569
9149,989873805
9150,1588435600
9151,1588435604
9152,1588435659
9153,1588435666
9154,1588435656
9155,1588435626
9156,1588435593
9157,1588435580
9158,1588435565
9159,1588435541
9160,1588435524
9161,1588435513
9162,1588435509
9163,1588435503
9164,1588435496
9165,1588435493
9166,1588435491
9167,1588435485
9168,1588435478
9169,1588435470
9170,1588435465
9171,1588435455
9172,1588435429
9173,1588435423
9174,1588435422
9175,1588435419
9176,1588435394
9177,1588435389
9178,1588435366
9179,1588435321
9180,1588435231
9181,1588435185
9182,1588435172
9183,8021180055
9184,1588435175
9185,1588435136
9186,1588435141
9187,1588435134
9188,1588435150
9189,1588435240
9190,1588435293
9191,1588435313
9192,1588435315
9193,1588435297
9194,1588435259
9195,1588435236
9196,1588435178
9197,1588435186
9198,1588435188
9199,1588435143
9200,1588435130
9201,1588435129
9202,1588435127
9203,1588435101
9204,1588435081
9205,1588435044
9206,1588435033
9207,1588435016
9208,1588435008
9209,1588435013
9210,1588434995
9211,1588434980
9212,1588434865
9213,1588434847
9214,1588434831
9215,1588434845
9216,1588434858
9217,1588434863
9218,1588434893
9219,1588434895
9220,1588434890
9221,1588434826
9222,1588434823
9223,1588434816
9224,1588434767
9225,1588434763
9226,1588434748
9227,1588434749
9228,1588434765
9229,1588434778
9230,1588434805
9231,1588434891
9232,1588434992
9233,1588435074
9234,1588435183
9235,989873807
9236,1588415582
9237,1588436251
9238,1588436250
9239,1588436246
9240,1588436241
9241,1588436223
9242,1588436216
9243,1588436217
9244,1588415569
9245,1588438474
9246,1588438472
9247,1588438471
9248,1588438469
9249,1588438467
9250,1588438464
9251,1588438462
9252,1588438455
9253,1588438456
9254,1588438459
9255,1588438460
9256,1588438458
9257,1588438463
9258,1588438470
9259,1588438473
9260,1588438477
9261,1588438479
9262,1588438478
9263,1588438476
9264,1588438475
9265,1588438474
9266,1588445827
9267,1588438818
9268,1588438809
9269,1588438800
9270,1588438790
9271,1588438787
9272,1588438784
9273,1588438780
9274,1588438779
9275,1588438777
9276,3257806118
9277,1588438776
9278,1588438775
9279,1588438771
9280,1588438770
9281,1588438768
9282,1588438764
9283,1588438763
9284,1588438762
9285,1588438760
9286,1588438758
9287,1588438756
9288,1588438754
9289,1588438751
9290,1588438750
9291,1588438747
9292,1588438742
9293,1588438735
9294,1588438733
9295,1588438732
9296,1588438729
9297,1588438727
9298,1588438718
9299,1588438717
9300,1588438710
9301,1588438707
9302,1588438706
9303,1588438704
9304,1588438701
9305,1588438700
9306,1588438698
9307,1588438696
9308,1588438691
9309,1588438690
9310,1588438689
9311,1588438688
9312,1588438687
9313,1588438682
9314,1588438678
9315,1588438677
9316,1588438676
9317,1588438674
9318,1588438673
9319,1588438671
9320,1588438670
9321,1588438665
9322,1588438663
9323,1588438657
9324,1588438656
9325,1588438655
9326,1588438652
9327,1588438650
9328,1588438647
9329,1588438644
9330,1588438643
9331,1588438636
9332,1588438610
9333,1588438606
9334,1588438604
9335,1588438602
9336,1588438598
9337,1588438597
9338,1588438596
9339,1588438586
9340,1588438580
9341,1588438569
9342,1588438541
9343,1588438537
9344,1588438534
9345,1588438530
9346,1588438529
9347,1588438526
9348,1588438523
9349,1588438522
9350,1588438521
9351,1588438519
9352,3257800485
9353,3257800484
9354,3257800483
9355,3257800482
9356,3257800481
9357,3257800480
9358,1588438504
9359,1588438498
9360,1588438593
9361,1588438595
9362,1588438594
9363,1588438589
9364,1588438585
9365,1588438582
9366,1588438578
9367,1588438576
9368,1588438574
9369,1588438572
9370,1588438568
9371,1588438566
9372,1588438560
9373,1588438558
9374,1588438554
9375,1588438552
9376,1588438553
9377,1588438556
9378,1588438557
9379,1588438559
9380,1588438564
9381,1588438567
9382,1588438570
9383,1588438573
9384,1588438575
9385,1588438577
9386,1588438581
9387,1588438583
9388,1588438584
9389,1588438587
9390,1588438588
9391,1588438590
9392,1588438591
9393,1588438592
9394,1588438593
9395,1588446055
9396,3256438495
9397,1588446075
9398,1588446076
9399,1588446072
9400,1588446061
9401,1588446013
9402,1588445999
9403,1588446001
9404,1588446008
9405,1588446016
9406,1588446033
9407,1588446055
9408,1588446190
9409,1588446191
9410,1588446187
9411,1588446184
9412,1588446180
9413,1588446176
9414,1588446172
9415,1588446168
9416,1588446166
9417,1588446163
9418,1588446161
9419,1588446162
9420,1588446165
9421,1588446167
9422,1588446170
9423,1588446173
9424,1588446178
9425,1588446179
9426,1588446183
9427,1588446188
9428,1588446190
9429,1588445827
9430,6887628714
9431,1588445832
9432,1588445847
9433,1588445854
9434,1588445830
9435,1588446197
9436,1588446552
9437,1588446550
9438,1588446549
9439,1588446548
9440,1588446547
9441,1588446546
9442,1588446545
9443,1588446544
9444,1588446543
9445,1588446542
9446,1588446541
9447,1588446540
9448,1588446539
9449,1588446538
9450,1588446537
9451,1588446536
9452,1588446535
9453,1588446534
9454,1588446533
9455,1588446532
9456,1588446531
9457,1588446530
9458,1588446526
9459,1588446520
9460,1588446521
9461,1588446522
9462,8181646374
9463,1588446524
9464,8181646375
9465,1588446525
9466,1588446527
9467,1588446529
9468,1588446528
9469,1588438498
9470,1588438498
9471,1588438495
9472,1588438490
9473,1588438486
9474,1588438481
9475,1588438468
9476,1588446197
9477,1588446199
9478,1588453484
9479,1588453462
9480,1588415524
9481,1588453437
9482,8670239171
9483,1588453441
9484,1588453459
9485,1588453484
9486,1588480715
9487,1588455873
9488,1588455875
9489,1588455876
9490,1588455877
9491,1588455878
9492,1588480731
9493,1588404923
9494,1588455930
9495,1588459966
9496,1588459953
9497,1588459935
9498,1588459911
9499,1588459895
9500,1588459904
9501,1588459929
9502,1588459933
9503,1588459923
9504,1588459922
9505,1588459898
9506,1588459879
9507,1588459865
9508,1588459859
9509,1588459851
9510,1588459816
9511,1588459803
9512,1588459823
9513,1588459791
9514,1588459785
9515,1588459784
9516,1588459782
9517,1588459788
9518,1588459805
9519,1588459815
9520,1588459829
9521,1588459881
9522,1588459868
9523,1588459835
9524,1588459789
9525,1588459728
9526,1588459698
9527,1588459689
9528,1588459678
9529,1588459675
9530,1588459653
9531,1588459625
9532,1588459611
9533,1588459612
9534,1588459618
9535,1588459639
9536,1588459652
9537,1588459646
9538,1588459621
9539,1588459590
9540,1588459579
9541,1588459577
9542,1588459560
9543,1588459573
9544,1588459607
9545,1588459645
9546,1588459668
9547,1588459693
9548,1588459714
9549,1588459731
9550,1588459740
9551,1588459779
9552,1588459825
9553,1588459910
9554,1588459947
9555,1588459975
9556,1588459999
9557,1588460019
9558,1588460040
9559,1588460046
9560,1588460043
9561,1588460020
9562,1588459995
9563,1588459993
9564,1588459997
9565,1588460005
9566,1588460026
9567,1588460045
9568,1588460052
9569,1588460054
9570,1588460047
9571,1588460033
9572,1588460016
9573,1588460017
9574,1588460032
9575,1588460061
9576,1588460073
9577,1588460060
9578,1588460035
9579,1588459998
9580,1588459961
9581,1588459853
9582,1588459792
9583,1588459754
9584,1588459746
9585,1588459743
9586,1588459738
9587,1588459737
9588,1588459735
9589,1588459724
9590,1588459713
9591,1588459694
9592,1588459690
9593,1588459671
9594,1588459662
9595,1588459631
9596,1588459628
9597,1588459643
9598,1588459641
9599,1588459624
9600,1588459597
9601,1588459562
9602,1588459545
9603,1588459538
9604,1588459537
9605,1588459554
9606,1588459561
9607,1588459574
9608,1588459601
9609,1588459604
9610,1588459592
9611,1588459575
9612,1588459555
9613,1588459550
9614,1588459540
9615,1588459527
9616,1588459499
9617,1588459476
9618,1588459453
9619,1588459445
9620,1588459433
9621,1588459415
9622,1588459400
9623,1588459425
9624,1588459437
9625,1588459439
9626,1588459431
9627,1588459379
9628,1588459373
9629,1588459336
9630,1588459292
9631,1588459258
9632,1588459225
9633,1588459171
9634,1588459204
9635,1588459250
9636,1588459298
9637,1588459291
9638,1588459278
9639,1588459222
9640,1588459180
9641,1588459166
9642,1588459124
9643,1588459106
9644,1588459074
9645,1588459049
9646,1588459033
9647,1588458997
9648,1588458958
9649,1588458952
9650,1588458967
9651,1588459014
9652,1588459031
9653,1588459065
9654,1588459034
9655,1588458998
9656,1588458956
9657,1588458937
9658,1588458918
9659,1588458868
9660,1588458779
9661,1588458638
9662,1588458541
9663,1588458503
9664,1588458486
9665,1588458457
9666,1588458445
9667,1588458433
9668,1588458421
9669,1588458394
9670,1588458359
9671,1588458351
9672,1588458349
9673,1588458370
9674,1588458399
9675,1588458405
9676,1588458412
9677,1588458404
9678,1588458386
9679,1588458343
9680,1588458291
9681,1588457902
9682,1588457825
9683,1588457757
9684,1588457732
9685,1588457708
9686,1588457683
9687,1588457664
9688,1588457667
9689,1588457675
9690,1588457688
9691,1588457731
9692,1588457751
9693,1588457748
9694,1588457733
9695,1588457752
9696,1588457761
9697,1588457768
9698,1588457785
9699,1588457780
9700,1588457823
9701,1588457812
9702,1588457759
9703,1588457729
9704,1588457706
9705,1588457686
9706,1588457666
9707,1588457657
9708,1588457624
9709,1588457597
9710,1588457573
9711,1588457541
9712,1588457510
9713,1588457495
9714,1588457493
9715,1588457508
9716,1588457513
9717,1588457507
9718,1588457473
9719,1588457463
9720,1588457461
9721,1588457468
9722,1588457479
9723,1588457478
9724,1588457490
9725,1588457492
9726,1588457505
9727,1588457542
9728,1588457571
9729,1588457548
9730,1588457520
9731,1588457525
9732,1588457537
9733,1588457561
9734,1588457589
9735,1588457628
9736,1588457642
9737,1588457637
9738,1588457625
9739,1588457609
9740,1588457599
9741,1588457612
9742,1588457648
9743,1588457678
9744,1588457725
9745,1588457746
9746,1588457741
9747,1588457745
9748,1588457788
9749,1588457849
9750,1588457875
9751,1588457912
9752,1588458256
9753,1588458281
9754,1588458284
9755,1588457932
9756,1588457919
9757,1588457922
9758,1588457934
9759,1588458257
9760,1588458329
9761,1588458357
9762,1588458390
9763,1588458430
9764,1588458434
9765,1588458443
9766,1588458444
9767,1588458447
9768,1588458452
9769,1588458456
9770,1588458506
9771,1588458528
9772,1588458544
9773,1588458559
9774,1588458578
9775,1588458605
9776,1588458760
9777,1588458812
9778,1588458843
9779,1588458887
9780,1588458925
9781,1588458934
9782,1588458938
9783,1588458943
9784,1588458948
9785,1588458995
9786,1588459029
9787,1588459036
9788,1588459053
9789,1588459094
9790,1588459143
9791,1588459158
9792,1588459151
9793,1588459145
9794,1588459162
9795,1588459193
9796,1588459243
9797,1588459280
9798,1588459283
9799,1588459271
9800,1588459272
9801,1588459260
9802,1588459245
9803,1588459178
9804,1588459167
9805,1588459172
9806,1588459176
9807,1588459175
9808,1588459161
9809,1588459169
9810,1588459160
9811,1588459133
9812,1588459102
9813,1588459072
9814,1588459051
9815,1588459035
9816,1588459015
9817,1588458977
9818,1588458945
9819,1588458935
9820,1588458926
9821,1588458920
9822,1588458889
9823,1588458860
9824,1588458796
9825,1588458695
9826,1588458628
9827,1588458595
9828,1588458589
9829,1588458574
9830,1588458562
9831,1588458556
9832,1588458547
9833,1588458518
9834,1588458484
9835,1588458464
9836,1588458453
9837,1588458446
9838,1588458441
9839,3313658526
9840,3313658528
9841,3313658522
9842,3313658524
9843,3313658523
9844,1588458438
9845,3313658519
9846,3313658521
9847,3313658520
9848,3313658527
9849,3313658525
9850,1588458440
9851,1588458439
9852,1588458432
9853,1588458428
9854,1588458414
9855,1588458363
9856,1588458348
9857,1588458330
9858,1588458301
9859,1588458276
9860,1588458251
9861,1588457928
9862,1588457930
9863,1588458248
9864,1588458324
9865,1588458328
9866,1588458314
9867,1588458298
9868,1588457937
9869,1588457918
9870,1588457901
9871,1588457873
9872,1588457852
9873,1588457779
9874,1588457754
9875,1588457723
9876,1588457716
9877,1588457730
9878,1588457727
9879,1588457714
9880,1588457694
9881,1588457670
9882,1588457652
9883,1588457631
9884,1588457626
9885,1588457621
9886,1588457622
9887,1588457634
9888,1588457656
9889,1588457658
9890,1588457646
9891,1588457630
9892,1588457596
9893,1588457577
9894,1588457553
9895,1588457533
9896,1588457511
9897,1588457506
9898,1588457482
9899,1588457464
9900,1588457433
9901,1588457416
9902,1588457420
9903,1588457435
9904,1588457448
9905,1588457451
9906,1588457437
9907,1588457422
9908,1588457405
9909,1588457385
9910,1588457368
9911,1588457345
9912,1588457324
9913,1588457307
9914,1588457298
9915,1588457300
9916,1588457314
9917,1588457354
9918,1588457379
9919,1588457400
9920,1588457426
9921,1588457424
9922,1588457401
9923,1588457399
9924,1588457409
9925,1588457403
9926,1588457394
9927,1588457381
9928,1588457367
9929,1588457337
9930,1588457305
9931,1588457302
9932,1588457296
9933,1588457271
9934,1588457238
9935,1588457250
9936,1588457253
9937,1588457231
9938,1588457242
9939,1588457248
9940,1588457256
9941,1588457262
9942,1588457243
9943,1588457227
9944,1588457214
9945,1588457202
9946,1588457189
9947,1588457169
9948,1588457162
9949,1588457062
9950,1588457078
9951,1588457108
9952,1588457123
9953,1588457126
9954,1588457136
9955,1588457150
9956,1588457139
9957,1588457128
9958,1588457124
9959,1588457121
9960,1588457095
9961,1588457061
9962,1588457042
9963,1588457041
9964,1588457058
9965,1588457081
9966,1588457099
9967,1588457103
9968,1588457094
9969,1588457063
9970,1588457049
9971,1588457030
9972,1588457026
9973,1588457020
9974,1588457016
9975,1588457015
9976,1588457019
9977,1588457024
9978,1588457025
9979,1588457032
9980,1588457034
9981,1588457027
9982,1588457029
9983,1588457018
9984,1588457012
9985,1588457009
9986,1588457007
9987,1588457002
9988,1588457000
9989,1588456998
9990,1588456997
9991,1588457008
9992,1588457006
9993,1588457001
9994,1588456995
9995,1588456993
9996,1588456992
9997,1588456988
9998,1588456983
9999,1588456979
10000,1588456974
10001,1588456970
10002,1588456966
10003,1588456965
10004,1588456960
10005,1588456959
10006,1588456955
10007,1588456947
10008,1588456937
10009,1588456925
10010,1588456905
10011,1588456900
10012,1588456880
10013,1588456876
10014,1588456872
10015,1588456879
10016,1588456891
10017,1588456901
10018,1588456911
10019,1588456930
10020,1588456939
10021,1588456946
10022,1588456952
10023,1588456949
10024,1588456941
10025,1588456927
10026,1588456890
10027,1588456851
10028,1588456844
10029,1588456832
10030,1588456835
10031,1588456828
10032,1588456825
10033,1588456822
10034,1588456824
10035,1588456829
10036,1588456831
10037,1588456846
10038,1588456849
10039,1588456852
10040,1588456866
10041,1588456874
10042,1588456878
10043,1588456904
10044,1588456921
10045,1588456928
10046,1588456933
10047,1588456940
10048,1588456944
10049,1588456935
10050,1588456931
10051,1588456926
10052,1588456898
10053,1588456877
10054,1588456868
10055,1588456865
10056,1588456850
10057,1588456848
10058,1588456833
10059,1588456823
10060,1588456827
10061,1588456821
10062,1588456817
10063,1588456820
10064,1588456814
10065,1588456810
10066,1588456818
10067,1588456826
10068,1588456847
10069,1588456856
10070,1588456888
10071,1588456908
10072,1588456945
10073,1588456932
10074,1588456903
10075,1588456896
10076,1588456873
10077,1588456858
10078,1588456861
10079,1588456875
10080,1588456886
10081,1588456894
10082,1588456910
10083,1588456929
10084,1588456934
10085,1588456942
10086,1588456938
10087,1588456951
10088,1588456954
10089,1588456958
10090,1588456962
10091,1588456969
10092,1588456975
10093,1588456978
10094,1588456972
10095,1588456980
10096,1588456986
10097,1588457003
10098,1588457010
10099,1588457023
10100,1588457059
10101,1588457110
10102,1588457147
10103,1588457146
10104,1588457165
10105,1588457172
10106,1588457170
10107,1588457190
10108,1588457246
10109,1588457290
10110,1588457294
10111,1588457311
10112,1588457342
10113,1588457363
10114,1588457427
10115,1588457439
10116,1588457440
10117,1588457415
10118,1588457383
10119,1588457374
10120,1588457312
10121,1588457313
10122,1588457329
10123,1588457365
10124,1588457387
10125,1588457418
10126,1588457472
10127,1588457497
10128,1588457518
10129,1588457575
10130,1588457633
10131,1588457689
10132,1588457711
10133,1588457750
10134,1588457859
10135,1588457909
10136,1588458268
10137,1588458303
10138,1588458296
10139,1588458269
10140,1588457910
10141,1588458255
10142,1588458318
10143,1588581611
10144,1588458361
10145,1588458436
10146,1588458474
10147,1588458523
10148,1588458593
10149,1588458668
10150,1588458780
10151,1588581807
10152,1588458903
10153,1588458904
10154,1588458883
10155,1588458857
10156,1588458855
10157,1588458882
10158,1588458924
10159,1588458939
10160,1588458986
10161,1588458999
10162,1588459011
10163,1588459028
10164,1588459002
10165,1588458991
10166,1588458963
10167,1588458949
10168,1588458946
10169,1588458960
10170,1588459012
10171,1588459045
10172,1588459092
10173,1588459115
10174,1588459121
10175,1588459119
10176,1588459126
10177,1588459135
10178,1588459142
10179,1588459110
10180,1588459111
10181,1588459120
10182,1588459127
10183,1588459139
10184,1588459174
10185,1588459247
10186,1588459276
10187,1588459295
10188,1588459367
10189,1588459466
10190,1588459517
10191,1588459533
10192,1588459565
10193,1588459633
10194,1588459634
10195,1588459648
10196,1588459658
10197,1588459657
10198,1588459644
10199,1588459642
10200,1588459661
10201,1588459692
10202,1588459715
10203,1588459760
10204,1588459878
10205,1588459940
10206,1588459963
10207,1588459981
10208,1588459994
10209,1588460001
10210,1588460007
10211,1588460012
10212,1588460025
10213,1588460034
10214,1588460044
10215,1588460066
10216,1588460088
10217,1588460107
10218,1588460134
10219,1588460194
10220,1588460311
10221,1588460324
10222,1588460282
10223,1588460203
10224,1588460113
10225,1588460150
10226,1588460254
10227,1588460342
10228,1588460413
10229,1588460468
10230,1588460496
10231,1588460540
10232,1588460475
10233,1588460429
10234,1588460351
10235,1588460224
10236,1588460138
10237,1588460102
10238,1588460096
10239,1588460117
10240,1588460152
10241,1588460186
10242,1588460244
10243,1588460355
10244,1588460396
10245,1588460425
10246,1588460428
10247,1588460489
10248,1588460586
10249,1588460674
10250,1588460719
10251,1588460754
10252,1588460770
10253,1588460776
10254,1588460840
10255,1588460856
10256,1588460875
10257,1588460881
10258,1588460896
10259,1588460913
10260,1588460941
10261,1588460966
10262,1588460990
10263,1588461008
10264,1588461032
10265,1588461063
10266,1588461084
10267,1588461087
10268,1588461088
10269,1588461100
10270,1588461089
10271,1588461085
10272,1588461076
10273,1588461080
10274,1588461078
10275,1588461065
10276,1588461052
10277,1588461042
10278,1588461053
10279,1588461048
10280,1588461030
10281,1588461015
10282,1588461006
10283,1588461013
10284,1588461029
10285,1588461055
10286,1588461086
10287,1588461081
10288,1588461062
10289,1588461054
10290,1588461038
10291,1588461040
10292,1588461051
10293,1588461060
10294,1588461101
10295,1588461112
10296,1588461131
10297,1588461156
10298,1588461163
10299,1588461169
10300,1588461172
10301,1588461184
10302,1588461202
10303,1588461207
