,lat_from,lon_from,lat_to,lon_to
13896,53.7407128,91.4602083,53.7408247,91.4600558
13897,53.7408247,91.4600558,53.7406608,91.4603143
13898,53.7406608,91.4603143,53.7408604,91.4601974
13899,53.7408604,91.4601974,53.7408864,91.4602983
13900,53.7408864,91.4602983,53.7408696,91.4604044
13901,53.7408696,91.4604044,53.7408175,91.4604666
13902,53.7408175,91.4604666,53.7407548,91.4605080
13903,53.7407548,91.4605080,53.7406935,91.4605546
13904,53.7406935,91.4605546,53.7406384,91.4606244
13905,53.7406384,91.4606244,53.7405787,91.4606814
13906,53.7405787,91.4606814,53.7405175,91.4607305
13907,53.7405175,91.4607305,53.7404119,91.4611938
13908,53.7404119,91.4611938,53.7403767,91.4615225
13909,53.7403767,91.4615225,53.7403660,91.4616338
13910,53.7403660,91.4616338,53.7403767,91.4617424
13911,53.7403767,91.4617424,53.7405313,91.4622989
13912,53.7405313,91.4622989,53.7405573,91.4624127
13913,53.7405573,91.4624127,53.7405849,91.4625137
13914,53.7405849,91.4625137,53.7406170,91.4626120
13915,53.7406170,91.4626120,53.7406629,91.4627802
13916,53.7406629,91.4627802,53.7406828,91.4628889
13917,53.7406828,91.4628889,53.7407854,91.4635825
13918,53.7407854,91.4635825,53.7408191,91.4636809
13919,53.7408191,91.4636809,53.7408328,91.4637922
13920,53.7408328,91.4637922,53.7408405,91.4639086
13921,53.7408405,91.4639086,53.7408527,91.4640173
13922,53.7408527,91.4640173,53.7408696,91.4645453
13923,53.7408696,91.4645453,53.7408803,91.4646591
13924,53.7408803,91.4646591,53.7408864,91.4647860
13925,53.7408864,91.4647860,53.7409002,91.4649024
13926,53.7409002,91.4649024,53.7409109,91.4651353
13927,53.7409109,91.4651353,53.7409400,91.4656607
13928,53.7409400,91.4656607,53.7409476,91.4657798
13929,53.7409476,91.4657798,53.7409476,91.4659971
13930,53.7409476,91.4659971,53.7409568,91.4661084
13931,53.7409568,91.4661084,53.7409951,91.4663258
13932,53.7409951,91.4663258,53.7410272,91.4668175
13933,53.7410272,91.4668175,53.7410333,91.4669418
13934,53.7410333,91.4669418,53.7410333,91.4670556
13935,53.7410333,91.4670556,53.7410303,91.4671643
13936,53.7410303,91.4671643,53.7410089,91.4672808
13937,53.7410089,91.4672808,53.7409844,91.4673947
13938,53.7409844,91.4673947,53.7408947,91.4677081
13939,53.7410686,91.4596694,53.7410410,91.4597730
13940,53.7410410,91.4597730,53.7410242,91.4598817
13941,53.7410242,91.4598817,53.7409997,91.4599826
13942,53.7409997,91.4599826,53.7409446,91.4600577
13943,53.7409446,91.4600577,53.7406608,91.4603143
13944,53.7352030,91.3999814,53.7351550,91.3998614
13945,53.7351550,91.3998614,53.7351086,91.3997555
13946,53.7351086,91.3997555,53.7350730,91.3996065
13947,53.7350730,91.3996065,53.7350341,91.3993698
13948,53.7350341,91.3993698,53.7349860,91.3992153
13949,53.7349860,91.3992153,53.7349620,91.3991096
13950,53.7349620,91.3991096,53.7349427,91.3989307
13951,53.7349427,91.3989307,53.7348974,91.3988366
13952,53.7348974,91.3988366,53.7348946,91.3986868
13953,53.7348946,91.3986868,53.7348658,91.3985079
13954,53.7348658,91.3985079,53.7348417,91.3984103
13955,53.7348417,91.3984103,53.7348273,91.3983127
13956,53.7348273,91.3983127,53.7347878,91.3980864
13957,53.7347878,91.3980864,53.7349273,91.3980844
13958,53.7322520,91.3893358,53.7319927,91.3895198
13959,53.7319927,91.3895198,53.7306166,91.3860014
13960,53.7306166,91.3860014,53.7308148,91.3855781
13961,53.7308148,91.3855781,53.7297551,91.3836673
13962,53.7297551,91.3836673,53.7288184,91.3834372
13963,53.7288184,91.3834372,53.7294149,91.3854470
13964,53.7294149,91.3854470,53.7297873,91.3870758
13965,53.7297873,91.3870758,53.7299586,91.3881539
13966,53.7299586,91.3881539,53.7301864,91.3895879
13967,53.7301864,91.3895879,53.7305261,91.3919564
13968,53.7305261,91.3919564,53.7307798,91.3944163
13969,53.7307798,91.3944163,53.7308488,91.3950857
13970,53.7308488,91.3950857,53.7312054,91.3988849
13971,53.7312054,91.3988849,53.7317432,91.3985021
13972,53.7317432,91.3985021,53.7323207,91.3979997
13973,53.7323207,91.3979997,53.7335152,91.3987940
13974,53.7335152,91.3987940,53.7335774,91.3991768
13975,53.7335774,91.3991768,53.7343926,91.4011960
13976,53.7343926,91.4011960,53.7351341,91.4001720
13977,53.7351341,91.4001720,53.7352030,91.3999814
13978,53.7322520,91.3893358,53.7323553,91.3898363
13979,53.7323553,91.3898363,53.7324874,91.3902355
13980,53.7324874,91.3902355,53.7325435,91.3903472
13981,53.7325435,91.3903472,53.7325895,91.3904757
13982,53.7325895,91.3904757,53.7326295,91.3906043
13983,53.7326295,91.3906043,53.7326896,91.3907329
13984,53.7326896,91.3907329,53.7328297,91.3911254
13985,53.7328297,91.3911254,53.7328637,91.3912810
13986,53.7328637,91.3912810,53.7328897,91.3914197
13987,53.7328897,91.3914197,53.7329237,91.3915618
13988,53.7329237,91.3915618,53.7329618,91.3917073
13989,53.7329618,91.3917073,53.7330098,91.3918460
13990,53.7330098,91.3918460,53.7330458,91.3920017
13991,53.7330458,91.3920017,53.7338044,91.3940723
13992,53.7338044,91.3940723,53.7341348,91.3951209
13993,53.7341348,91.3951209,53.7342682,91.3955187
13994,53.7342682,91.3955187,53.7341962,91.3956246
13995,53.7341962,91.3956246,53.7341360,91.3958389
13996,53.7341360,91.3958389,53.7341192,91.3960178
13997,53.7341192,91.3960178,53.7341346,91.3961481
13998,53.7341346,91.3961481,53.7341762,91.3963145
13999,53.7341762,91.3963145,53.7344568,91.3971682
14000,53.7344568,91.3971682,53.7344949,91.3973339
14001,53.7344949,91.3973339,53.7347390,91.3978042
14002,53.7347390,91.3978042,53.7347878,91.3980864
14003,53.7294202,91.3875899,53.7273798,91.3895817
14004,53.7273798,91.3895817,53.7277622,91.3906671
14005,53.7277622,91.3906671,53.7287847,91.3931679
14006,53.7287847,91.3931679,53.7292499,91.3949456
14007,53.7292499,91.3949456,53.7295738,91.3947686
14008,53.7295738,91.3947686,53.7302955,91.3947149
14009,53.7302955,91.3947149,53.7301512,91.3932323
14010,53.7301512,91.3932323,53.7300030,91.3914662
14011,53.7300030,91.3914662,53.7295187,91.3879204
14012,53.7295187,91.3879204,53.7294202,91.3875899
14013,53.7207294,91.4893361,53.7206720,91.4892262
14014,53.7206720,91.4892262,53.7206120,91.4891725
14015,53.7206120,91.4891725,53.7204848,91.4892680
14016,53.7204848,91.4892680,53.7203506,91.4892979
14017,53.7203506,91.4892979,53.7202234,91.4894352
14018,53.7202234,91.4894352,53.7200680,91.4897635
14019,53.7200680,91.4897635,53.7199549,91.4901575
14020,53.7199549,91.4901575,53.7199020,91.4904798
14021,53.7199020,91.4904798,53.7199302,91.4906828
14022,53.7199302,91.4906828,53.7198914,91.4908380
14023,53.7198914,91.4908380,53.7198136,91.4909515
14024,53.7198136,91.4909515,53.7197077,91.4911425
14025,53.7197077,91.4911425,53.7195522,91.4914828
14026,53.7195522,91.4914828,53.7194569,91.4916738
14027,53.7194569,91.4916738,53.7193438,91.4920021
14028,53.7193438,91.4920021,53.7193444,91.4921928
14029,53.7212842,91.4921789,53.7214281,91.4922141
14030,53.7214281,91.4922141,53.7215330,91.4923027
14031,53.7215330,91.4923027,53.7214631,91.4924884
14032,53.7214631,91.4924884,53.7214256,91.4926024
14033,53.7214256,91.4926024,53.7215455,91.4928346
14034,53.7215455,91.4928346,53.7215493,91.4930994
14035,53.7215493,91.4930994,53.7215352,91.4932666
14036,53.7215352,91.4932666,53.7214221,91.4934098
14037,53.7214221,91.4934098,53.7211784,91.4935173
14038,53.7211784,91.4935173,53.7210018,91.4937083
14039,53.7210018,91.4937083,53.7208605,91.4939650
14040,53.7208605,91.4939650,53.7206167,91.4941322
14041,53.7206167,91.4941322,53.7205373,91.4943004
14042,53.7205373,91.4943004,53.7204540,91.4944518
14043,53.7204540,91.4944518,53.7204193,91.4944942
14044,53.7204193,91.4944942,53.7204115,91.4946967
14045,53.7204115,91.4946967,53.7203557,91.4947419
14046,53.7203557,91.4947419,53.7203553,91.4948425
14047,53.7203553,91.4948425,53.7203911,91.4949449
14048,53.7203911,91.4949449,53.7204352,91.4949479
14049,53.7204352,91.4949479,53.7204754,91.4950216
14050,53.7204754,91.4950216,53.7204830,91.4950897
14051,53.7204830,91.4950897,53.7204668,91.4951599
14052,53.7204668,91.4951599,53.7204081,91.4952184
14053,53.7204081,91.4952184,53.7203458,91.4952249
14054,53.7203458,91.4952249,53.7201469,91.4951768
14055,53.7201469,91.4951768,53.7198714,91.4951390
14056,53.7198714,91.4951390,53.7196748,91.4950956
14057,53.7196748,91.4950956,53.7196135,91.4953201
14058,53.7196135,91.4953201,53.7196811,91.4954915
14059,53.7196811,91.4954915,53.7198810,91.4956091
14060,53.7198810,91.4956091,53.7201563,91.4956580
14061,53.7201563,91.4956580,53.7202374,91.4955846
14062,53.7202374,91.4955846,53.7203707,91.4956384
14063,53.7203707,91.4956384,53.7203997,91.4957462
14064,53.7203997,91.4957462,53.7202967,91.4958782
14065,53.7424279,91.4429526,53.7423924,91.4428558
14066,53.7423924,91.4428558,53.7423174,91.4429826
